LOCALES,,,,,,,,,,,,,,DEPARTAMENTOS,,,,,,,,,,
DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,USDM2,PESOSM2,ANTIG,EN_GALERIA,COTIZ_,TRIMESTRE_,BARRIOS_,COMUNA_,,,Direccion,PropiedadS,Dolares,Pesos,DolaresM2,PesosM2,Ambientes,Cotizacion,Trimestre,Barrio,Comunas
GODOY CRUZ 1200,428,690000,43470000,1612,1612,40,NO,63,PRIMER,VILLA CRESPO,15,,,Talcahuano 400,31,78000,4992000,2516,161032,1,64,SEGUNDO,SAN NICOLAS,1
GURRUCHAGA 1000,120,750000,47250000,6250,6250,0,NO,63,PRIMER,VILLA CRESPO,15,,,Tte Gral Juan D Peron 1600,31,82000,5248000,2645,169290,3,64,SEGUNDO,SAN NICOLAS,1
GURRUCHAGA 1001,90,690000,43470000,7667,7667,0,NO,63,PRIMER,VILLA CRESPO,15,,,Tucuman 1700,31,95000,6080000,3064,196129,1,64,SEGUNDO,SAN NICOLAS,1
GURRUCHAGA 100,84,225999,14237937,2690,2690,40,NO,63,PRIMER,VILLA CRESPO,15,,,Tucuman 1600 0,31,78000,4992000,2516,161032,2,64,SEGUNDO,SAN NICOLAS,1
GURRUCHAGA 300,60,150000,9450000,2500,2500,0,NO,63,PRIMER,VILLA CRESPO,15,,,LAVALLE 1700,31,84000,5376000,2710,173419,1,64,SEGUNDO,SAN NICOLAS,1
GURRUCHAGA 785,144,1300000,81900000,9028,9028,0,NO,63,PRIMER,VILLA CRESPO,15,,,Av. Rivadavia 1100,31,79000,5056000,2548,163097,2,64,SEGUNDO,SAN NICOLAS,1
GURRUCHAGA 800,93,980000,61740000,10538,10538,8,NO,63,PRIMER,VILLA CRESPO,15,,,Uruguay 300,31,77000,4928000,2484,158968,1,64,SEGUNDO,SAN NICOLAS,1
GURRUCHAGA 800,80,900000,56700000,11250,11250,4,NO,63,PRIMER,VILLA CRESPO,15,,,Diagonal Norte y Cerrito 0,31,69500,4448000,2242,143484,3,64,SEGUNDO,SAN NICOLAS,1
GURRUCHAGA 800,160,865000,54495000,5406,5406,20,NO,63,PRIMER,VILLA CRESPO,15,,,Av. Cordoba 618,28,116485,7455040,4160,266251,1,64,SEGUNDO,RETIRO,1
GURRUCHAGA 900,230,980000,61740000,4261,4261,5,NO,63,PRIMER,VILLA CRESPO,15,,,Av. Cordoba 618,28,104478,6686592,3731,238807,1,64,SEGUNDO,RETIRO,1
GURRUCHAGA 900,300,1700000,107100000,5667,5667,3,NO,63,PRIMER,VILLA CRESPO,15,,,CORDOBA 600,28,95000,6080000,3393,217143,2,64,SEGUNDO,RETIRO,1
GURRUCHAGA 950,331,1700000,107100000,5136,5136,0,SI,63,PRIMER,VILLA CRESPO,15,,,Av Cordoba al 600 0,28,97900,6265600,3496,223771,1,64,SEGUNDO,RETIRO,1
GURRUCHAGA 974,180,1100000,69300000,6111,6111,5,SI,63,PRIMER,VILLA CRESPO,15,,,Av Cordoba al 600 0,28,107900,6905600,3854,246629,1,64,SEGUNDO,RETIRO,1
JUFRE 400,800,1200000,75600000,1500,1500,30,NO,63,PRIMER,VILLA CRESPO,15,,,Córdoba 600,28,104478,6686592,3731,238807,1,64,SEGUNDO,RETIRO,1
JUFRE 900,23,70000,4410000,3043,3043,0,NO,63,PRIMER,VILLA CRESPO,15,,,AV. CORDOBA 618,64,116000,7424000,3867,247467,2,64,SEGUNDO,RETIRO,1
"JUSTO, JUAN B. 2000",225,590000,37170000,2622,2622,0,NO,63,PRIMER,VILLA CRESPO,15,,,Av Cordoba al 600 0,31,109000,6976000,3516,225032,1,64,SEGUNDO,RETIRO,1
"JUSTO, JUAN B. 2200",140,195000,12285000,1393,1393,35,NO,63,PRIMER,VILLA CRESPO,15,,,Lavalle 1772 0,34,45000,2880000,1324,84706,1,64,SEGUNDO,BALVANERA,3
"JUSTO, JUAN B. 2200",140,200000,12600000,1429,1429,35,NO,63,PRIMER,VILLA CRESPO,15,,,Gral Juan Jose Viamonte 1800,37,140000,8960000,4000,256000,1,64,SEGUNDO,BALVANERA,3
"JUSTO, JUAN B. 2300",42,115000,7245000,2738,2738,0,NO,63,PRIMER,VILLA CRESPO,15,,,PIEDRAS 1600,31,75030,4801920,2680,171497,2,64,SEGUNDO,CONSTITUCION,1
"JUSTO, JUAN B. 2400",115,300000,18900000,2609,2609,20,NO,63,PRIMER,VILLA CRESPO,15,,,PIEDRAS 1600,31,81020,5185280,2794,178803,2,64,SEGUNDO,CONSTITUCION,1
"JUSTO, JUAN B. 2500",30,115000,7245000,3833,3833,0,NO,63,PRIMER,VILLA CRESPO,15,,,PIEDRAS 1600,31,79540,5090560,2743,175537,2,64,SEGUNDO,CONSTITUCION,1
"JUSTO, JUAN B. 2600",56,135000,8505000,2411,2411,0,NO,63,PRIMER,VILLA CRESPO,15,,,Cochabamba 800,30,67000,4288000,2233,142933,1,64,SEGUNDO,CONSTITUCION,1
"JUSTO, JUAN B. 2600",56,240000,15120000,4286,4286,0,NO,63,PRIMER,VILLA CRESPO,15,,,Piedras 1000,30,85000,5440000,2833,181333,2,64,SEGUNDO,CONSTITUCION,1
"JUSTO, JUAN B. 2800",334,600000,37800000,1796,1796,10,NO,63,PRIMER,VILLA CRESPO,15,,,Cochabamba 800,30,71000,4544000,2367,151467,2,64,SEGUNDO,CONSTITUCION,1
"JUSTO, JUAN B. 2932",371,550000,34650000,1482,1482,0,SI,63,PRIMER,VILLA CRESPO,15,,,Piedras 1000,30,88000,5632000,2933,187733,2,64,SEGUNDO,CONSTITUCION,1
"JUSTO, JUAN B. 3200",80,390000,24570000,4875,4875,0,NO,63,PRIMER,VILLA CRESPO,15,,,Piedras al 1000 0,35,87100,5574400,2903,185813,2,64,SEGUNDO,CONSTITUCION,1
"JUSTO, JUAN B. 3300",235,850000,53550000,3617,3617,0,NO,63,PRIMER,VILLA CRESPO,15,,,Estados Unidos 800,30,60000,3840000,2000,128000,2,64,SEGUNDO,CONSTITUCION,1
"JUSTO, JUAN B. 3900",16,75000,4725000,4688,4688,50,NO,63,PRIMER,VILLA CRESPO,15,,,Piedras 700 0,26,63000,4032000,2423,155077,2,64,SEGUNDO,MONTSERRAT,1
LAVALLEJA 1100,145,290000,18270000,2000,2000,20,NO,63,PRIMER,VILLA CRESPO,15,,,Bolivar 1200,20,49900,3193600,2559,163774,1,64,SEGUNDO,SAN TELMO,1
LAVALLEJA 400,72,230000,14490000,3194,3194,50,NO,63,PRIMER,VILLA CRESPO,15,,,Gral Simon Bolivar 1200,20,49900,3193600,2495,159680,1,64,SEGUNDO,SAN TELMO,1
LAVALLEJA 600,32,92000,5796000,2875,2875,1,NO,63,PRIMER,VILLA CRESPO,15,,,CARLOS CALVO 600 0,22,59500,3808000,2975,190400,1,64,SEGUNDO,SAN TELMO,1
LERMA 400,33,120000,7560000,3636,3636,30,NO,63,PRIMER,VILLA CRESPO,15,,,COCHABAMBA 400,20,59000,3776000,2950,188800,1,64,SEGUNDO,SAN TELMO,1
LOYOLA 600,186,490000,30870000,2634,2634,20,NO,63,PRIMER,VILLA CRESPO,15,,,PERÚ 1100,23,74900,4793600,3567,228267,1,64,SEGUNDO,SAN TELMO,1
LOYOLA 600,219,950000,59850000,4338,4338,10,NO,63,PRIMER,VILLA CRESPO,15,,,Av Independencia Al 400 100,24,84056,5379584,3821,244527,1,64,SEGUNDO,SAN TELMO,1
LOYOLA 620,90,420000,26460000,4667,4667,0,NO,63,PRIMER,VILLA CRESPO,15,,,Av Independencia Al 400 100,24,89150,5705600,4052,259345,1,64,SEGUNDO,SAN TELMO,1
LOYOLA 700,170,350000,22050000,2059,2059,5,NO,63,PRIMER,VILLA CRESPO,15,,,Av Independencia Al 400 100,24,92752,5936128,4216,269824,1,64,SEGUNDO,SAN TELMO,1
LOYOLA 700,115,399000,25137000,3470,3470,0,NO,63,PRIMER,VILLA CRESPO,15,,,Av Independencia Al 400 100,24,87402,5593728,3973,254260,1,64,SEGUNDO,SAN TELMO,1
LOYOLA 700,80,420000,26460000,5250,5250,4,NO,63,PRIMER,VILLA CRESPO,15,,,Peru 1100,24,65000,4160000,2954,189091,1,64,SEGUNDO,SAN TELMO,1
LOYOLA 700,60,365000,22995000,6083,6083,11,NO,63,PRIMER,VILLA CRESPO,15,,,Av Independencia Al 400 100,22,84008,5376512,3818,244387,1,64,SEGUNDO,SAN TELMO,1
LOYOLA 800,200,500000,31500000,2500,2500,5,NO,63,PRIMER,VILLA CRESPO,15,,,Cochabamba 760 0,22,60245,3855680,2738,175258,2,64,SEGUNDO,SAN TELMO,1
LOYOLA 850,17,92000,5796000,5412,5412,20,NO,63,PRIMER,VILLA CRESPO,15,,,Av Independencia 300,22,58000,3712000,2636,168727,1,64,SEGUNDO,SAN TELMO,1
MALABIA 338,100,420000,26460000,4200,4200,5,NO,63,PRIMER,VILLA CRESPO,15,,,Av. Independencia y Bolivar 800,26,86730,5550720,3910,250258,2,64,SEGUNDO,SAN TELMO,1
MALABIA 500,355,790000,49770000,2225,2225,23,NO,63,PRIMER,VILLA CRESPO,15,,,Av.Independencia y Bolivar 800,22,84252,5392128,3799,243108,2,64,SEGUNDO,SAN TELMO,1
MALABIA 624,42,140000,8820000,3333,3333,32,NO,63,PRIMER,VILLA CRESPO,15,,,Av. Independencia y Bolivar 800,22,91686,5867904,4134,264558,2,64,SEGUNDO,SAN TELMO,1
MALABIA 800,400,630000,39690000,1575,1575,0,NO,63,PRIMER,VILLA CRESPO,15,,,Cochabamba 760 0,23,69238,4431232,3010,192662,2,64,SEGUNDO,SAN TELMO,1
MARTINEZ ROSAS 1100,160,320000,20160000,2000,2000,0,SI,63,PRIMER,VILLA CRESPO,15,,,Peru 1131,23,54900,3513600,2387,152765,2,64,SEGUNDO,SAN TELMO,1
MUÑECAS 800,56,77000,4851000,1375,1375,25,NO,63,PRIMER,VILLA CRESPO,15,,,Balcarce 1300,23,50000,3200000,2174,139130,1,64,SEGUNDO,SAN TELMO,1
MURILLO 200,30,70000,4410000,2333,2333,0,NO,63,PRIMER,VILLA CRESPO,15,,,Defensa 1219,30,71507,4576448,3109,198976,1,64,SEGUNDO,SAN TELMO,1
MURILLO 600,45,219000,13797000,4867,4867,0,NO,63,PRIMER,VILLA CRESPO,15,,,Av.Independencia Y Bolivar 800,23,89150,5705600,3876,248070,2,64,SEGUNDO,SAN TELMO,1
MURILLO 600,60,299000,18837000,4983,4983,0,NO,63,PRIMER,VILLA CRESPO,15,,,Av. Independencia y Bolivar 800,30,110970,7102080,4628,296167,2,64,SEGUNDO,SAN TELMO,1
MURILLO 900,30,80000,5040000,2667,2667,0,NO,63,PRIMER,VILLA CRESPO,15,,,Mexico al 1800 0,24,58000,3712000,2417,154667,1,64,SEGUNDO,SAN TELMO,1
OLAYA 1700,270,420000,26460000,1556,1556,35,NO,63,PRIMER,VILLA CRESPO,15,,,Azopardo 1337,24,87000,5568000,3625,232000,1,64,SEGUNDO,SAN TELMO,1
PADILLA 300,60,149000,9387000,2483,2483,0,NO,63,PRIMER,VILLA CRESPO,15,,,C Calvo 600,31,71900,4601600,2876,184064,1,64,SEGUNDO,SAN TELMO,1
PADILLA 300,82,250000,15750000,3049,3049,30,NO,63,PRIMER,VILLA CRESPO,15,,,Carlos Calvo 600,30,70000,4480000,2800,179200,1,64,SEGUNDO,SAN TELMO,1
PADILLA 500,379,295000,18585000,778,778,50,NO,63,PRIMER,VILLA CRESPO,15,,,Humberto 1° 600,31,70000,4480000,2800,179200,1,64,SEGUNDO,SAN TELMO,1
PADILLA 600,56,130000,8190000,2321,2321,50,NO,63,PRIMER,VILLA CRESPO,15,,,Avenida Independencia 500 0,25,86730,5550720,3469,222029,1,64,SEGUNDO,SAN TELMO,1
PADILLA 600,40,130000,8190000,3250,3250,60,NO,63,PRIMER,VILLA CRESPO,15,,,José Giuffra 300,26,65000,4160000,2500,160000,2,64,SEGUNDO,SAN TELMO,1
PADILLA 700,29,84000,5292000,2897,2897,60,NO,63,PRIMER,VILLA CRESPO,15,,,Av Paseo Colon 1195 Y San Juan 0,26,55000,3520000,2115,135385,1,64,SEGUNDO,SAN TELMO,1
"PUEYRREDON, HONORIO, DR. 1100",40,138900,8750700,3472,3472,0,SI,63,PRIMER,VILLA CRESPO,15,,,Av Independencia Al 400 100,30,95249,6095936,3663,234459,1,64,SEGUNDO,SAN TELMO,1
"PUEYRREDON, HONORIO, DR. 1100",40,149800,9437400,3745,3745,0,SI,63,PRIMER,VILLA CRESPO,15,,,Av Independencia Al 400 100,31,103106,6598784,3966,253799,1,64,SEGUNDO,SAN TELMO,1
"PUEYRREDON, HONORIO, DR. 1200",80,165000,10395000,2062,2062,30,NO,63,PRIMER,VILLA CRESPO,15,,,Peru 1313,26,52000,3328000,2000,128000,1,64,SEGUNDO,SAN TELMO,1
"PUEYRREDON, HONORIO, DR. 1900",240,690000,43470000,2875,2875,0,NO,63,PRIMER,VILLA CRESPO,15,,,PASAJE GIUFFRA 300,26,67000,4288000,2577,164923,1,64,SEGUNDO,SAN TELMO,1
"PUEYRREDON, HONORIO, DR. 2000",50,450000,28350000,9000,9000,0,NO,63,PRIMER,VILLA CRESPO,15,,,carlos calvo 200,28,72000,4608000,2769,177231,1,64,SEGUNDO,SAN TELMO,1
"RAMIREZ DE VELAZCO, JUAN 100",116,250000,15750000,2155,2155,40,SI,63,PRIMER,VILLA CRESPO,15,,,Av Independencia Al 400 100,31,102007,6528448,3923,251094,1,64,SEGUNDO,SAN TELMO,1
"RAMIREZ DE VELAZCO, JUAN 500",37,189000,11907000,5108,5108,20,NO,63,PRIMER,VILLA CRESPO,15,,,Av Independencia Al 400 100,31,88786,5682304,3415,218550,1,64,SEGUNDO,SAN TELMO,1
"RAMIREZ DE VELAZCO, JUAN 600",80,230000,14490000,2875,2875,80,NO,63,PRIMER,VILLA CRESPO,15,,,Av Independencia Al 400 100,30,83245,5327680,3202,204911,1,64,SEGUNDO,SAN TELMO,1
"RAMIREZ DE VELAZCO, JUAN 600",60,220000,13860000,3667,3667,0,NO,63,PRIMER,VILLA CRESPO,15,,,Av Independencia Al 400 100,26,87045,5570880,3348,214265,1,64,SEGUNDO,SAN TELMO,1
"RAMIREZ DE VELAZCO, JUAN 880",90,320000,20160000,3556,3556,10,SI,63,PRIMER,VILLA CRESPO,15,,,Av. Independencia y Bolivar 800,26,159404,10201856,6086,389532,2,64,SEGUNDO,SAN TELMO,1
"SCALABRINI ORTIZ, RAUL 0",205,375000,23625000,1829,1829,60,NO,63,PRIMER,VILLA CRESPO,15,,,Av. Independencia y Bolivar 800,27,95850,6134400,3583,229323,2,64,SEGUNDO,SAN TELMO,1
"SCALABRINI ORTIZ, RAUL 1000",540,2800000,176400000,5185,5185,30,NO,63,PRIMER,VILLA CRESPO,15,,,Av Independencia Al 400 100,27,98045,6274880,3631,232403,1,64,SEGUNDO,SAN TELMO,1
"SCALABRINI ORTIZ, RAUL 260",401,180000,11340000,449,449,26,NO,63,PRIMER,VILLA CRESPO,15,,,Bolivar 1280,28,45000,2880000,1636,104727,2,64,SEGUNDO,SAN TELMO,1
"SCALABRINI ORTIZ, RAUL 400",605,530000,33390000,876,876,30,NO,63,PRIMER,VILLA CRESPO,15,,,Av. Independencia y Bolivar 800,28,181737,11631168,6551,419292,2,64,SEGUNDO,SAN TELMO,1
"SCALABRINI ORTIZ, RAUL 500",230,400000,25200000,1739,1739,50,NO,63,PRIMER,VILLA CRESPO,15,,,Av. Juan de Garay y Peru 0,28,85500,5472000,3054,195429,2,64,SEGUNDO,SAN TELMO,1
SERRANO 300,23,150000,9450000,6522,6522,35,NO,63,PRIMER,VILLA CRESPO,15,,,Av Paseo Colon 1100,28,70000,4480000,2500,160000,1,64,SEGUNDO,SAN TELMO,1
SERRANO 400,564,680000,42840000,1206,1206,0,NO,63,PRIMER,VILLA CRESPO,15,,,Av Independencia Al 400 100,32,92637,5928768,3308,211742,1,64,SEGUNDO,SAN TELMO,1
SERRANO 400,76,185000,11655000,2434,2434,60,NO,63,PRIMER,VILLA CRESPO,15,,,Paseo Colón 1100 0,28,70000,4480000,2500,160000,1,64,SEGUNDO,SAN TELMO,1
SERRANO 400,65,250000,15750000,3846,3846,40,NO,63,PRIMER,VILLA CRESPO,15,,,Humberto 1° 600,28,69000,4416000,2464,157714,2,64,SEGUNDO,SAN TELMO,1
SERRANO 500,250,285000,17955000,1140,1140,40,NO,63,PRIMER,VILLA CRESPO,15,,,AV. PASEO COLON 1219,29,83000,5312000,2863,183236,2,64,SEGUNDO,SAN TELMO,1
SERRANO 916,35,200000,12600000,5714,5714,0,NO,63,PRIMER,VILLA CRESPO,15,,,Humberto Primo al 500 0,30,73000,4672000,2433,155733,1,64,SEGUNDO,SAN TELMO,1
"SUSINI, ANTONIO, Cnel. 2300",45,120000,7560000,2667,2667,50,NO,63,PRIMER,VILLA CRESPO,15,,,Carlos Calvo 632 0,30,63000,4032000,2100,134400,1,64,SEGUNDO,SAN TELMO,1
THAMES 1200,104,230000,14490000,2212,2212,30,NO,63,PRIMER,VILLA CRESPO,15,,,Independencia 500,30,85000,5440000,2833,181333,2,64,SEGUNDO,SAN TELMO,1
THAMES 600,125,350000,22050000,2800,2800,0,NO,63,PRIMER,VILLA CRESPO,15,,,Cochabamba 360,34,91928,5883392,3064,196113,1,64,SEGUNDO,SAN TELMO,1
TRES LOMAS 500,157,298000,18774000,1898,1898,50,NO,63,PRIMER,VILLA CRESPO,15,,,Bolivar 1100 0,30,55000,3520000,1833,117333,2,64,SEGUNDO,SAN TELMO,1
URIARTE 1100,12,80000,5040000,6667,6667,50,NO,63,PRIMER,VILLA CRESPO,15,,,C Calvo 600,30,69900,4473600,2330,149120,1,64,SEGUNDO,SAN TELMO,1
URIARTE 900,320,460000,28980000,1438,1438,50,NO,63,PRIMER,VILLA CRESPO,15,,,Balcarce 1300,42,82000,5248000,2733,174933,1,64,SEGUNDO,SAN TELMO,1
VERA 1150,95,110000,6930000,1158,1158,30,NO,63,PRIMER,VILLA CRESPO,15,,,Balcarce 1300,30,85000,5440000,2833,181333,2,64,SEGUNDO,SAN TELMO,1
VERA 301,204,290000,18270000,1422,1422,0,NO,63,PRIMER,VILLA CRESPO,15,,,Av. Independencia 300,30,69000,4416000,2300,147200,1,64,SEGUNDO,SAN TELMO,1
VERA 900,155,250000,15750000,1613,1613,0,NO,63,PRIMER,VILLA CRESPO,15,,,Juan de Garay  200 0,38,71630,4584320,2311,147881,1,64,SEGUNDO,SAN TELMO,1
"VIALE, LUIS 200",62,75000,4725000,1210,1210,40,NO,63,PRIMER,VILLA CRESPO,15,,,Juan De Garay 200 0,38,71630,4584320,2311,147881,1,64,SEGUNDO,SAN TELMO,1
"VIALE, LUIS 261",80,150000,9450000,1875,1875,50,NO,63,PRIMER,VILLA CRESPO,15,,,"PASEO COLON, AV. 1300 0",33,74000,4736000,2387,152774,1,64,SEGUNDO,SAN TELMO,1
WARNES 100,44,90000,5670000,2045,2045,0,NO,63,PRIMER,VILLA CRESPO,15,,,Defensa 800,35,93000,5952000,3000,192000,1,64,SEGUNDO,SAN TELMO,1
WARNES 1051,600,1300000,81900000,2167,2167,60,NO,63,PRIMER,VILLA CRESPO,15,,,3 de Febrero al 2600 0,20,85000,5440000,4250,272000,1,64,SEGUNDO,BELGRANO,13
WARNES 400,220,490000,30870000,2227,2227,0,NO,63,PRIMER,VILLA CRESPO,15,,,Bdier Gral J Zapiola 2330,21,79000,5056000,3762,240762,1,64,SEGUNDO,BELGRANO,13
WARNES 499,216,420000,26460000,1944,1944,30,NO,63,PRIMER,VILLA CRESPO,15,,,PALPA 2600,22,57750,3696000,2625,168000,2,64,SEGUNDO,BELGRANO,13
WARNES 500,500,770000,48510000,1540,1540,40,NO,63,PRIMER,VILLA CRESPO,15,,,Monroe 3100,22,60000,3840000,2727,174545,1,64,SEGUNDO,BELGRANO,13
WARNES 548,343,385000,24255000,1122,1122,50,NO,63,PRIMER,VILLA CRESPO,15,,,Juramento 2800,23,79000,5056000,3591,229818,2,64,SEGUNDO,BELGRANO,13
WARNES 900,715,1400000,88200000,1958,1958,8,NO,63,PRIMER,VILLA CRESPO,15,,,O'Higgins 1800,23,80000,5120000,3544,226850,2,64,SEGUNDO,BELGRANO,13
WARNES 900,723,2800000,176400000,3873,3873,70,NO,63,PRIMER,VILLA CRESPO,15,,,Vidal 1700,31,94900,6073600,4126,264070,1,64,SEGUNDO,BELGRANO,13
ALVAREZ JONTE 3700,1180,820000,51660000,695,695,0,NO,63,PRIMER,VILLA DEL PARQUE,11,,,Teodoro Garcia 2600,26,83700,5356800,3639,232904,2,64,SEGUNDO,BELGRANO,13
ALVAREZ JONTE 3700,1924,1340000,84420000,696,696,0,NO,63,PRIMER,VILLA DEL PARQUE,11,,,Moldes al 2100 0,38,83000,5312000,3609,230957,1,64,SEGUNDO,BELGRANO,13
ALVAREZ JONTE 3700,744,520000,32760000,699,699,0,NO,63,PRIMER,VILLA DEL PARQUE,11,,,Monroe 1759 8º 802 0,32,86016,5505024,3740,239349,1,64,SEGUNDO,BELGRANO,13
ARREGUI 3699,120,195000,12285000,1625,1625,42,NO,63,PRIMER,VILLA DEL PARQUE,11,,,Teodoro Garcia 2600,26,86400,5529600,3756,240417,2,64,SEGUNDO,BELGRANO,13
"ARTIGAS, JOSE GERVASIO DE, 2600",32,90000,5670000,2812,2812,37,NO,63,PRIMER,VILLA DEL PARQUE,11,,,Av Balbín y Olazabal 0,23,89000,5696000,3870,247652,1,64,SEGUNDO,BELGRANO,13
BOLIVIA 0,50,85000,5355000,1700,1700,40,NO,63,PRIMER,VILLA DEL PARQUE,11,,,Avenida Del Libertador 6600,23,110000,7040000,4783,306087,1,64,SEGUNDO,BELGRANO,13
"CARRANZA, ADOLFO P. 2800",26,59000,3717000,2269,2269,50,NO,63,PRIMER,VILLA DEL PARQUE,11,,,ARCOS 1500,23,104052,6659328,4524,289536,1,64,SEGUNDO,BELGRANO,13
CUENCA 2687,126,650000,40950000,5159,5159,40,NO,63,PRIMER,VILLA DEL PARQUE,11,,,ARCOS 1500,23,106590,6821760,4634,296598,1,64,SEGUNDO,BELGRANO,13
CUENCA 3117,400,800000,50400000,2000,2000,40,NO,63,PRIMER,VILLA DEL PARQUE,11,,,ARCOS 1500,23,96438,6172032,4193,268349,1,64,SEGUNDO,BELGRANO,13
CUENCA 3428,300,690000,43470000,2300,2300,0,NO,63,PRIMER,VILLA DEL PARQUE,11,,,Manuel Ugarte 1700,26,90000,5760000,3838,245629,1,64,SEGUNDO,BELGRANO,13
GAVILAN 2380,226,129000,8127000,571,571,43,NO,63,PRIMER,VILLA DEL PARQUE,11,,,Cnel J Moldes 2479,27,89000,5696000,3762,240744,1,64,SEGUNDO,BELGRANO,13
"GUTIERREZ, RICARDO 3200",128,295000,18585000,2305,2305,20,NO,63,PRIMER,VILLA DEL PARQUE,11,,,Teodoro García 2600,24,63500,4064000,2668,170756,2,64,SEGUNDO,BELGRANO,13
MELINCUE 3200,272,550000,34650000,2022,2022,0,NO,63,PRIMER,VILLA DEL PARQUE,11,,,Mendoza 1700,28,89000,5696000,3708,237333,1,64,SEGUNDO,BELGRANO,13
NAZCA 2753,73,180000,11340000,2466,2466,8,NO,63,PRIMER,VILLA DEL PARQUE,11,,,Arcos 1521 304 0,24,78673,5035072,3278,209795,1,64,SEGUNDO,BELGRANO,13
SAN MARTIN 4500,97,136000,8568000,1402,1402,50,SI,63,PRIMER,VILLA DEL PARQUE,11,,,Vidal al 1700 - Piso 7 0,26,90000,5760000,3750,240000,2,64,SEGUNDO,BELGRANO,13
TINOGASTA 3100,250,230000,14490000,920,920,0,NO,63,PRIMER,VILLA DEL PARQUE,11,,,Olazabal 2400,29,86666,5546624,3611,231109,1,64,SEGUNDO,BELGRANO,13
TINOGASTA 3200,150,335000,21105000,2233,2233,30,NO,63,PRIMER,VILLA DEL PARQUE,11,,,ARCOS 1500,24,114203,7308992,4758,304541,1,64,SEGUNDO,BELGRANO,13
TINOGASTA 3600,125,110000,6930000,880,880,45,NO,63,PRIMER,VILLA DEL PARQUE,11,,,ARCOS 1500,24,126893,8121152,5287,338381,1,64,SEGUNDO,BELGRANO,13
ASUNCION 5300,50,99000,6237000,1980,1980,30,NO,63,PRIMER,VILLA DEVOTO SUR,11,,,Montañeses 2300,29,33411,2138304,1358,86923,2,64,SEGUNDO,BELGRANO,13
"BEIRO, FRANCISCO 4300",312,510000,32130000,1635,1635,35,NO,63,PRIMER,VILLA DEVOTO SUR,11,,,MONTAÑESES 2342,25,95461,6109504,3880,248354,2,64,SEGUNDO,BELGRANO,13
"BEIRO, FRANCISCO 4500",300,750000,47250000,2500,2500,50,NO,63,PRIMER,VILLA DEVOTO SUR,11,,,Olazabal 2400,29,89207,5709248,3568,228370,1,64,SEGUNDO,BELGRANO,13
"BEIRO, FRANCISCO 4670",53,260000,16380000,4906,4906,45,NO,63,PRIMER,VILLA DEVOTO SUR,11,,,Blanco Encalada 3030 203 0,25,98000,6272000,3920,250880,1,64,SEGUNDO,BELGRANO,13
"BEIRO, FRANCISCO 5100",120,39500,2488500,329,329,0,NO,63,PRIMER,VILLA DEVOTO SUR,11,,,"DEL PINO, VIRREY 2500",36,85000,5440000,3400,217600,2,64,SEGUNDO,BELGRANO,13
"CALDERON DE LA BARCA, PEDRO 3013",20,55000,3465000,2750,2750,40,NO,63,PRIMER,VILLA DEVOTO SUR,11,,,Olazabal 2400,29,88754,5680256,3550,227210,1,64,SEGUNDO,BELGRANO,13
CANTILO 5100,32,80000,5040000,2500,2500,40,NO,63,PRIMER,VILLA DEVOTO SUR,11,,,BLANCO ENCALADA 3030 0,25,106000,6784000,4240,271360,1,64,SEGUNDO,BELGRANO,13
"LISTA, RAMON, CNEL. 5020",291,1200000,75600000,4124,4124,20,NO,63,PRIMER,VILLA DEVOTO SUR,11,,,ARRIBEÑOS 2200,29,85000,5440000,3400,217600,1,64,SEGUNDO,BELGRANO,13
"LISTA, RAMON, CNEL. 5200",165,310000,19530000,1879,1879,0,NO,63,PRIMER,VILLA DEVOTO SUR,11,,,Arcos entre Virrey Loreto y Virrey Arredondo 0,25,91114,5831296,3645,233252,1,64,SEGUNDO,BELGRANO,13
NOGOYA 5000,74,120000,7560000,1622,1622,38,SI,63,PRIMER,VILLA DEVOTO SUR,11,,,Juramento 2600,25,99500,6368000,3980,254720,2,64,SEGUNDO,BELGRANO,13
SIMBRON 4600,60,130000,8190000,2167,2167,50,NO,63,PRIMER,VILLA DEVOTO SUR,11,,,Artilleros 2200,25,93000,5952000,3720,238080,2,64,SEGUNDO,BELGRANO,13
DE LOS INCAS 4000,98,99999,6299937,1020,1020,0,NO,63,PRIMER,VILLA ORTUZAR,15,,,Moldes al 1900 0,25,75000,4800000,3000,192000,2,64,SEGUNDO,BELGRANO,13
DE LOS INCAS 4100,27,145000,9135000,5370,5370,10,NO,63,PRIMER,VILLA ORTUZAR,15,,,BLANCO ENCALADA al 3000 0,27,95000,6080000,3800,243200,1,64,SEGUNDO,BELGRANO,13
FOREST 1600,200,260000,16380000,1300,1300,1,NO,63,PRIMER,VILLA ORTUZAR,15,,,BLANCO ENCALADA 3030 0,27,98000,6272000,3920,250880,1,64,SEGUNDO,BELGRANO,13
LA PAMPA 4315,182,746000,46998000,4099,4099,0,NO,63,PRIMER,VILLA ORTUZAR,15,,,Artilleros 2200,25,88900,5689600,3556,227584,1,64,SEGUNDO,BELGRANO,13
LA PAMPA 4315,180,746000,46998000,4144,4144,0,SI,63,PRIMER,VILLA ORTUZAR,15,,,Artilleros 2200,25,89000,5696000,3560,227840,2,64,SEGUNDO,BELGRANO,13
